epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
178,6380.34,1.26207,1.25172,1.42496,0.68716,0.75876,0.67325,0.36895,1.34627,0.95651,1.34741,0.0029908,0.0029908,0.0029908
179,6416.2,1.22788,1.21102,1.41408,0.72048,0.70447,0.664,0.36807,1.32348,0.95555,1.32297,0.0029512,0.0029512,0.0029512
180,6452.14,1.25012,1.22475,1.42054,0.7336,0.6714,0.66997,0.3715,1.35574,1.01553,1.35285,0.0029116,0.0029116,0.0029116
181,6487.18,1.23974,1.18576,1.41391,0.69411,0.70251,0.66016,0.35503,1.45428,1.01702,1.4186,0.002872,0.002872,0.002872
182,6522.41,1.24882,1.22824,1.4298,0.66828,0.78714,0.69277,0.38068,1.30465,0.99327,1.32051,0.0028324,0.0028324,0.0028324
183,6558.39,1.25491,1.19524,1.42999,0.66585,0.7183,0.66495,0.38487,1.30006,0.96513,1.31867,0.0027928,0.0027928,0.0027928
184,6594.16,1.25216,1.21649,1.42025,0.70202,0.72901,0.68903,0.38532,1.29687,0.95255,1.32,0.0027532,0.0027532,0.0027532
185,6629.66,1.24959,1.20083,1.43035,0.66118,0.69224,0.67419,0.38877,1.29866,0.91963,1.30795,0.0027136,0.0027136,0.0027136
186,6665.09,1.2481,1.21441,1.41597,0.72519,0.71738,0.6769,0.38178,1.30851,0.88456,1.31316,0.002674,0.002674,0.002674
187,6700.64,1.23932,1.19771,1.42633,0.69957,0.77175,0.68703,0.37987,1.28349,0.89298,1.29541,0.0026344,0.0026344,0.0026344
188,6736.11,1.22725,1.20811,1.41303,0.71176,0.70945,0.67755,0.38819,1.28979,0.89089,1.29989,0.0025948,0.0025948,0.0025948
189,6771.88,1.25065,1.19869,1.41328,0.67289,0.78107,0.67304,0.38609,1.29287,0.89146,1.30493,0.0025552,0.0025552,0.0025552
190,6807.56,1.24853,1.19937,1.40997,0.70742,0.7355,0.67792,0.39212,1.28385,0.88024,1.29506,0.0025156,0.0025156,0.0025156
191,6843.49,1.22484,1.17416,1.41038,0.69863,0.75411,0.69632,0.39545,1.31914,0.8807,1.2906,0.002476,0.002476,0.002476
192,6879.07,1.22437,1.16343,1.40194,0.74198,0.70115,0.69224,0.39387,1.29373,0.90005,1.28863,0.0024364,0.0024364,0.0024364
193,6914.76,1.23442,1.19415,1.41326,0.69746,0.71228,0.67974,0.39456,1.29965,0.96956,1.30521,0.0023968,0.0023968,0.0023968
194,6950.64,1.2165,1.21017,1.41272,0.71182,0.7289,0.67997,0.38454,1.30425,0.93568,1.29594,0.0023572,0.0023572,0.0023572
195,6986.33,1.23663,1.19083,1.41659,0.68787,0.7245,0.67573,0.38639,1.33452,0.92922,1.31304,0.0023176,0.0023176,0.0023176
196,7021.89,1.23716,1.17251,1.40474,0.66646,0.74523,0.67893,0.37807,1.26964,0.90724,1.28734,0.002278,0.002278,0.002278
197,7058.2,1.22921,1.16501,1.40721,0.67647,0.74995,0.68427,0.38445,1.29432,0.91232,1.30538,0.0022384,0.0022384,0.0022384
198,7093.01,1.2117,1.14858,1.38808,0.73129,0.73037,0.69123,0.39322,1.3033,0.87924,1.30638,0.0021988,0.0021988,0.0021988
199,7129.02,1.24753,1.17424,1.41318,0.72142,0.75038,0.70163,0.38707,1.34436,0.87705,1.31686,0.0021592,0.0021592,0.0021592
200,7164.96,1.22329,1.16533,1.40045,0.69226,0.77363,0.69269,0.39104,1.28996,0.85816,1.29443,0.0021196,0.0021196,0.0021196
201,7200.72,1.2323,1.18262,1.40085,0.7084,0.742,0.69057,0.39251,1.28497,0.88036,1.28528,0.00208,0.00208,0.00208
202,7236.55,1.22354,1.16984,1.40444,0.72374,0.7355,0.6905,0.39344,1.2687,0.862,1.27193,0.0020404,0.0020404,0.0020404
203,7272.31,1.2115,1.13216,1.38014,0.71566,0.72484,0.69439,0.39881,1.24954,0.87663,1.27117,0.0020008,0.0020008,0.0020008
204,7309.28,1.21708,1.14524,1.38556,0.73226,0.7355,0.69213,0.40151,1.26356,0.87665,1.27153,0.0019612,0.0019612,0.0019612
205,7347.01,1.19913,1.15905,1.4037,0.70696,0.72765,0.682,0.40054,1.25303,0.87183,1.26165,0.0019216,0.0019216,0.0019216
206,7382.66,1.21443,1.12298,1.39491,0.71054,0.76477,0.70419,0.40124,1.27073,0.87311,1.28258,0.001882,0.001882,0.001882
207,7417.75,1.20657,1.15233,1.39445,0.7411,0.75319,0.70757,0.40438,1.24831,0.85971,1.26516,0.0018424,0.0018424,0.0018424
208,7453.1,1.2056,1.10969,1.38201,0.71474,0.79112,0.70505,0.39764,1.29894,0.86009,1.29678,0.0018028,0.0018028,0.0018028
209,7489.51,1.2084,1.12273,1.38799,0.72158,0.75762,0.70643,0.39748,1.28826,0.86498,1.28568,0.0017632,0.0017632,0.0017632
210,7525.73,1.21868,1.1542,1.40379,0.67885,0.78988,0.69614,0.39518,1.29565,0.86865,1.28245,0.0017236,0.0017236,0.0017236
211,7561.82,1.21082,1.13589,1.38282,0.69915,0.72712,0.6914,0.40241,1.26707,0.86756,1.26422,0.001684,0.001684,0.001684
212,7596.22,1.21529,1.14043,1.39161,0.71041,0.7738,0.7143,0.40024,1.27996,0.87563,1.27169,0.0016444,0.0016444,0.0016444
213,7632.27,1.214,1.14255,1.38674,0.7045,0.79367,0.71067,0.40013,1.26886,0.88206,1.27073,0.0016048,0.0016048,0.0016048
214,7668.36,1.22246,1.14589,1.40228,0.68406,0.76042,0.68195,0.39413,1.30679,0.8959,1.2875,0.0015652,0.0015652,0.0015652
215,7703.89,1.20395,1.12598,1.38549,0.69211,0.74713,0.68329,0.39367,1.28936,0.88218,1.27266,0.0015256,0.0015256,0.0015256
216,7739.3,1.20168,1.11825,1.38901,0.70785,0.8018,0.70329,0.4017,1.24282,0.87235,1.24633,0.001486,0.001486,0.001486
217,7775.25,1.21247,1.14992,1.38297,0.71836,0.80014,0.69911,0.40283,1.25291,0.84912,1.25506,0.0014464,0.0014464,0.0014464
218,7811.18,1.21916,1.13979,1.39609,0.71515,0.74532,0.70009,0.40551,1.24654,0.84839,1.25703,0.0014068,0.0014068,0.0014068
219,7846.84,1.20344,1.12304,1.3912,0.69961,0.80663,0.70951,0.4138,1.25014,0.83793,1.25922,0.0013672,0.0013672,0.0013672
220,7882.53,1.20448,1.14497,1.37886,0.69044,0.78851,0.70354,0.4113,1.24467,0.83935,1.25568,0.0013276,0.0013276,0.0013276
221,7918.27,1.198,1.14431,1.38162,0.6755,0.795,0.70453,0.40074,1.2443,0.85,1.25504,0.001288,0.001288,0.001288
222,7953.62,1.20805,1.14358,1.38685,0.71582,0.78851,0.72295,0.40175,1.25548,0.85579,1.25877,0.0012484,0.0012484,0.0012484
223,7989.92,1.19227,1.11931,1.37636,0.71548,0.78433,0.72561,0.41152,1.24203,0.85214,1.24915,0.0012088,0.0012088,0.0012088
224,8025.6,1.18139,1.11657,1.36973,0.69752,0.77703,0.71375,0.41318,1.23347,0.84278,1.24988,0.0011692,0.0011692,0.0011692
225,8060.43,1.19817,1.12816,1.38899,0.70446,0.75876,0.69494,0.40555,1.24409,0.85296,1.25728,0.0011296,0.0011296,0.0011296
226,8096.19,1.18194,1.10146,1.36573,0.67541,0.74279,0.68337,0.40269,1.23847,0.8572,1.25284,0.00109,0.00109,0.00109
227,8132.07,1.17861,1.12716,1.37361,0.70451,0.7736,0.69121,0.39789,1.24978,0.85926,1.26497,0.0010504,0.0010504,0.0010504
228,8167.34,1.18999,1.10165,1.3856,0.69271,0.77908,0.69214,0.4084,1.24156,0.84094,1.25917,0.0010108,0.0010108,0.0010108
229,8202.56,1.18887,1.1177,1.39318,0.72916,0.79547,0.69275,0.4073,1.25418,0.84396,1.26367,0.0009712,0.0009712,0.0009712
230,8238.07,1.17734,1.09333,1.37014,0.70241,0.80014,0.69266,0.40082,1.26407,0.85747,1.27057,0.0009316,0.0009316,0.0009316
231,8274.25,1.17504,1.11011,1.37307,0.72369,0.75038,0.70603,0.4087,1.241,0.85318,1.25481,0.000892,0.000892,0.000892
232,8310.05,1.20038,1.13771,1.40201,0.71847,0.74954,0.69896,0.40527,1.23771,0.85916,1.2469,0.0008524,0.0008524,0.0008524
233,8345.16,1.18967,1.12142,1.37169,0.72552,0.74713,0.69855,0.40577,1.24476,0.85341,1.25491,0.0008128,0.0008128,0.0008128
234,8380.62,1.19605,1.10825,1.36861,0.73302,0.73875,0.69975,0.40722,1.25334,0.85997,1.2637,0.0007732,0.0007732,0.0007732
235,8416.35,1.18871,1.08682,1.36632,0.72117,0.74713,0.70239,0.40496,1.25645,0.85743,1.26356,0.0007336,0.0007336,0.0007336
236,8452.18,1.19475,1.10799,1.37836,0.69659,0.75687,0.69853,0.39967,1.2609,0.86199,1.26453,0.000694,0.000694,0.000694
237,8487.76,1.20232,1.10255,1.37357,0.69215,0.75394,0.70084,0.4049,1.25717,0.85253,1.26027,0.0006544,0.0006544,0.0006544
238,8523.88,1.19972,1.11826,1.37381,0.72135,0.77359,0.71347,0.40341,1.2479,0.84489,1.25302,0.0006148,0.0006148,0.0006148
239,8559.64,1.18024,1.10312,1.3617,0.71507,0.75876,0.70961,0.40278,1.24736,0.8409,1.25498,0.0005752,0.0005752,0.0005752
240,8594.91,1.16159,1.06857,1.35339,0.68507,0.79542,0.71217,0.40436,1.24748,0.83182,1.25151,0.0005356,0.0005356,0.0005356
241,8627.14,1.04916,0.83039,1.27568,0.73088,0.7524,0.70728,0.40332,1.25989,0.81667,1.25746,0.000496,0.000496,0.000496
242,8657.79,1.0437,0.80203,1.2714,0.70909,0.78025,0.70629,0.40207,1.2708,0.83443,1.26171,0.0004564,0.0004564,0.0004564
243,8687.43,1.01781,0.75233,1.25278,0.69839,0.77111,0.70698,0.40687,1.28237,0.84421,1.26516,0.0004168,0.0004168,0.0004168
244,8716.81,1.04133,0.75497,1.26151,0.69091,0.78013,0.71028,0.40807,1.28015,0.8436,1.26716,0.0003772,0.0003772,0.0003772
245,8746.16,1.01817,0.73849,1.25446,0.71571,0.78071,0.71251,0.40977,1.2779,0.83017,1.26695,0.0003376,0.0003376,0.0003376
246,8776,1.00409,0.75005,1.24897,0.71117,0.79175,0.71449,0.41192,1.26523,0.82705,1.26012,0.000298,0.000298,0.000298
247,8805.43,1.00973,0.74759,1.24605,0.70059,0.79175,0.71142,0.41062,1.25197,0.8269,1.25408,0.0002584,0.0002584,0.0002584
248,8834.47,1.01425,0.74659,1.24767,0.71676,0.79673,0.71405,0.41332,1.26277,0.82883,1.26187,0.0002188,0.0002188,0.0002188
249,8864.68,1.02752,0.74985,1.26028,0.7197,0.79397,0.71055,0.41108,1.2614,0.8261,1.26276,0.0001792,0.0001792,0.0001792
250,8893.9,1.0133,0.73071,1.24811,0.71536,0.79295,0.70861,0.41029,1.2594,0.82275,1.26117,0.0001396,0.0001396,0.0001396
